Project Name,Package Name,Type Name,Code Smell,Method Name
2018.9,baritone.api,Settings,Deficient Encapsulation,
2018.9,baritone.api,Setting,Deficient Encapsulation,
2018.9,baritone.api.behavior,IBehavior,Unnecessary Abstraction,
2018.9,baritone.api.behavior,IBehavior,Unutilized Abstraction,
2018.9,baritone.api.behavior,IFollowBehavior,Unutilized Abstraction,
2018.9,baritone.api.behavior,ILookBehavior,Unutilized Abstraction,
2018.9,baritone.api.behavior,IMemoryBehavior,Unutilized Abstraction,
2018.9,baritone.api.behavior,IMineBehavior,Unutilized Abstraction,
2018.9,baritone.api.behavior,IPathingBehavior,Unutilized Abstraction,
2018.9,baritone.api.behavior.memory,IRememberedInventory,Unutilized Abstraction,
2018.9,baritone.api.cache,IBlockTypeAccess,Unutilized Abstraction,
2018.9,baritone.api.cache,ICachedRegion,Unutilized Abstraction,
2018.9,baritone.api.cache,ICachedWorld,Unutilized Abstraction,
2018.9,baritone.api.cache,IWaypointCollection,Unutilized Abstraction,
2018.9,baritone.api.cache,IWorldData,Unutilized Abstraction,
2018.9,baritone.api.cache,IWorldProvider,Unutilized Abstraction,
2018.9,baritone.api.event.events,WorldEvent,Unutilized Abstraction,
2018.9,baritone.api.event.events.type,Cancellable,Unutilized Abstraction,
2018.9,baritone.api.event.listener,AbstractGameEventListener,Unutilized Abstraction,
2018.9,baritone.api.pathing.goals,GoalAxis,Unutilized Abstraction,
2018.9,baritone.api.pathing.goals,GoalComposite,Unutilized Abstraction,
2018.9,baritone.api.pathing.goals,GoalGetToBlock,Unutilized Abstraction,
2018.9,baritone.api.pathing.goals,GoalNear,Unutilized Abstraction,
2018.9,baritone.api.pathing.goals,GoalRunAway,Unutilized Abstraction,
2018.9,baritone.api.pathing.goals,GoalTwoBlocks,Unutilized Abstraction,
2018.9,baritone.api.utils.interfaces,IGoalRenderPos,Unutilized Abstraction,
2018.9,baritone.api.utils.interfaces,Toggleable,Unutilized Abstraction,
2018.9,baritone.api.utils,Logger,Unnecessary Abstraction,
2018.9,baritone.api.utils,Logger,Unutilized Abstraction,
2018.9,baritone.launch,BaritoneTweaker,Unutilized Abstraction,
2018.9,baritone.launch,BaritoneTweakerForge,Unutilized Abstraction,
2018.9,baritone.launch,BaritoneTweakerOptifine,Unutilized Abstraction,
2018.9,baritone.launch.mixins,MixinAnvilChunkLoader,Unutilized Abstraction,
2018.9,baritone.launch.mixins,MixinBlockPos,Unutilized Abstraction,
2018.9,baritone.launch.mixins,MixinChunkProviderServer,Unutilized Abstraction,
2018.9,baritone.launch.mixins,MixinEntity,Unutilized Abstraction,
2018.9,baritone.launch.mixins,MixinEntityLivingBase,Unutilized Abstraction,
2018.9,baritone.launch.mixins,MixinEntityPlayerSP,Unutilized Abstraction,
2018.9,baritone.launch.mixins,MixinEntityRenderer,Unutilized Abstraction,
2018.9,baritone.launch.mixins,MixinKeyBinding,Unutilized Abstraction,
2018.9,baritone.launch.mixins,MixinMinecraft,Unutilized Abstraction,
2018.9,baritone.launch.mixins,MixinMinecraft,Deficient Encapsulation,
2018.9,baritone.launch.mixins,MixinNetHandlerPlayClient,Unutilized Abstraction,
2018.9,baritone.launch.mixins,MixinNetworkManager,Unutilized Abstraction,
2018.9,baritone.launch.mixins,MixinWorldClient,Unutilized Abstraction,
2018.9,baritone,BaritoneProvider,Unutilized Abstraction,
2018.9,baritone.behavior,Behavior,Unutilized Abstraction,
2018.9,baritone.behavior,FollowBehavior,Unutilized Abstraction,
2018.9,baritone.behavior,FollowBehavior,Deficient Encapsulation,
2018.9,baritone.behavior,FollowBehavior,Broken Hierarchy,
2018.9,baritone.behavior,LocationTrackingBehavior,Unutilized Abstraction,
2018.9,baritone.behavior,LocationTrackingBehavior,Deficient Encapsulation,
2018.9,baritone.behavior,LocationTrackingBehavior,Broken Hierarchy,
2018.9,baritone.behavior,LookBehavior,Unutilized Abstraction,
2018.9,baritone.behavior,LookBehavior,Deficient Encapsulation,
2018.9,baritone.behavior,LookBehavior,Broken Hierarchy,
2018.9,baritone.behavior,LookBehaviorUtils,Cyclic-Dependent Modularization,
2018.9,baritone.behavior,MemoryBehavior,Unutilized Abstraction,
2018.9,baritone.behavior,MemoryBehavior,Deficient Encapsulation,
2018.9,baritone.behavior,MemoryBehavior,Broken Hierarchy,
2018.9,baritone.behavior,FutureInventory,Unutilized Abstraction,
2018.9,baritone.behavior,MineBehavior,Unutilized Abstraction,
2018.9,baritone.behavior,MineBehavior,Deficient Encapsulation,
