Project Name,Package Name,Type Name,Code Smell,Method Name
2019.6,baritone.gradle.task,BaritoneGradleTask,Unutilized Abstraction,
2019.6,baritone.gradle.task,CreateDistTask,Unutilized Abstraction,
2019.6,baritone.gradle.task,ProguardTask,Unutilized Abstraction,
2019.6,baritone.gradle.task,ProguardTask,Broken Hierarchy,
2019.6,baritone.gradle.util,ReobfWrapper,Unutilized Abstraction,
2019.6,baritone.api,Settings,Deficient Encapsulation,
2019.6,baritone.api,Settings,Cyclic-Dependent Modularization,
2019.6,baritone.api,Setting,Deficient Encapsulation,
2019.6,baritone.api,Setting,Cyclic-Dependent Modularization,
2019.6,baritone.api.behavior,IBehavior,Unnecessary Abstraction,
2019.6,baritone.api.behavior,IBehavior,Unutilized Abstraction,
2019.6,baritone.api.behavior,ILookBehavior,Unutilized Abstraction,
2019.6,baritone.api.behavior,IPathingBehavior,Unutilized Abstraction,
2019.6,baritone.api.cache,IBlockTypeAccess,Unutilized Abstraction,
2019.6,baritone.api.cache,ICachedRegion,Unutilized Abstraction,
2019.6,baritone.api.cache,IContainerMemory,Unutilized Abstraction,
2019.6,baritone.api.cache,IRememberedInventory,Unutilized Abstraction,
2019.6,baritone.api.cache,IWaypointCollection,Unutilized Abstraction,
2019.6,baritone.api.cache,IWorldProvider,Unutilized Abstraction,
2019.6,baritone.api.cache,IWorldScanner,Unutilized Abstraction,
2019.6,baritone.api.event.events,WorldEvent,Unutilized Abstraction,
2019.6,baritone.api.event.events.type,Cancellable,Unutilized Abstraction,
2019.6,baritone.api.event.events.type,ICancellable,Unutilized Abstraction,
2019.6,baritone.api.event.listener,AbstractGameEventListener,Unutilized Abstraction,
2019.6,baritone.api.event.listener,IEventBus,Unutilized Abstraction,
2019.6,baritone.api.pathing.calc,IPathFinder,Unutilized Abstraction,
2019.6,baritone.api.pathing.calc,IPathingControlManager,Unutilized Abstraction,
2019.6,baritone.api.pathing.goals,GoalAxis,Unutilized Abstraction,
2019.6,baritone.api.pathing.goals,GoalBlock,Deficient Encapsulation,
2019.6,baritone.api.pathing.goals,GoalComposite,Unutilized Abstraction,
2019.6,baritone.api.pathing.goals,GoalGetToBlock,Unutilized Abstraction,
2019.6,baritone.api.pathing.goals,GoalGetToBlock,Deficient Encapsulation,
2019.6,baritone.api.pathing.goals,GoalNear,Unutilized Abstraction,
2019.6,baritone.api.pathing.goals,GoalRunAway,Unutilized Abstraction,
2019.6,baritone.api.pathing.goals,GoalStrictDirection,Unutilized Abstraction,
2019.6,baritone.api.pathing.goals,GoalStrictDirection,Deficient Encapsulation,
2019.6,baritone.api.pathing.goals,GoalTwoBlocks,Unutilized Abstraction,
2019.6,baritone.api.pathing.goals,GoalYLevel,Deficient Encapsulation,
2019.6,baritone.api.process,IBuilderProcess,Unutilized Abstraction,
2019.6,baritone.api.process,IExploreProcess,Unutilized Abstraction,
2019.6,baritone.api.process,IFarmProcess,Unutilized Abstraction,
2019.6,baritone.api.process,IFollowProcess,Unutilized Abstraction,
2019.6,baritone.api.process,IMineProcess,Unutilized Abstraction,
2019.6,baritone.api.process,PathingCommand,Deficient Encapsulation,
2019.6,baritone.api.utils,BetterBlockPos,Deficient Encapsulation,
2019.6,baritone.api.utils,BetterBlockPos,Insufficient Modularization,
2019.6,baritone.api.utils,ExampleBaritoneControl,Unutilized Abstraction,
2019.6,baritone.api.utils,ExampleBaritoneControl,Deficient Encapsulation,
2019.6,baritone.api.utils,ExampleBaritoneControl,Broken Hierarchy,
2019.6,baritone.api.utils,ExampleBaritoneControl,Insufficient Modularization,
2019.6,baritone.api.utils,IInputOverrideHandler,Unutilized Abstraction,
2019.6,baritone.api.utils,IPlayerController,Unutilized Abstraction,
2019.6,baritone.api.utils,MyChunkPos,Deficient Encapsulation,
2019.6,baritone.api.utils,RayTraceUtils,Cyclic-Dependent Modularization,
2019.6,baritone.api.utils,RotationUtils,Deficient Encapsulation,
2019.6,baritone.api.utils,RotationUtils,Cyclic-Dependent Modularization,
2019.6,baritone.api.utils,SettingsUtil,Cyclic-Dependent Modularization,
2019.6,baritone.api.utils,ISettingParser,Cyclic-Dependent Modularization,
2019.6,baritone.api.utils,ParserContext,Cyclic-Dependent Modularization,
2019.6,baritone.api.utils.interfaces,IGoalRenderPos,Unutilized Abstraction,
2019.6,baritone.launch,BaritoneTweaker,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinAnvilChunkLoader,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinBlockPos,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinChunkProviderClient,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinChunkProviderServer,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinChunkRenderContainer,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinChunkRenderWorker,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinEntityLivingBase,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinEntityPlayerSP,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinEntityRenderer,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinMinecraft,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinMinecraft,Deficient Encapsulation,
2019.6,baritone.launch.mixins,MixinNetHandlerPlayClient,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinNetworkManager,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinRenderChunk,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinRenderList,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinVboRenderList,Unutilized Abstraction,
2019.6,baritone.launch.mixins,MixinWorldClient,Unutilized Abstraction,
2019.6,baritone,Baritone,Deficient Encapsulation,
2019.6,baritone,Baritone,Cyclic-Dependent Modularization,
2019.6,baritone,Baritone,Insufficient Modularization,
2019.6,baritone,BaritoneProvider,Unutilized Abstraction,
2019.6,baritone.behavior,Behavior,Unutilized Abstraction,
2019.6,baritone.behavior,Behavior,Deficient Encapsulation,
2019.6,baritone.behavior,InventoryBehavior,Unutilized Abstraction,
2019.6,baritone.behavior,InventoryBehavior,Broken Hierarchy,
2019.6,baritone.behavior,LookBehavior,Unutilized Abstraction,
2019.6,baritone.behavior,LookBehavior,Broken Hierarchy,
2019.6,baritone.behavior,MemoryBehavior,Unutilized Abstraction,
2019.6,baritone.behavior,MemoryBehavior,Broken Hierarchy,
2019.6,baritone.behavior,FutureInventory,Unutilized Abstraction,
2019.6,baritone.behavior,PathingBehavior,Unutilized Abstraction,
2019.6,baritone.behavior,PathingBehavior,Broken Hierarchy,
2019.6,baritone.behavior,PathingBehavior,Cyclic-Dependent Modularization,
2019.6,baritone.behavior,PathingBehavior,Insufficient Modularization,
2019.6,baritone.cache,CachedChunk,Deficient Encapsulation,
2019.6,baritone.cache,CachedChunk,Cyclic-Dependent Modularization,
2019.6,baritone.cache,CachedRegion,Cyclic-Dependent Modularization,
2019.6,baritone.cache,CachedWorld,Cyclic-Dependent Modularization,
2019.6,baritone.cache,PackerThread,Unutilized Abstraction,
2019.6,baritone.cache,ChunkPacker,Cyclic-Dependent Modularization,
2019.6,baritone.cache,ContainerMemory,Cyclic-Dependent Modularization,
2019.6,baritone.cache,WorldData,Deficient Encapsulation,
2019.6,baritone.cache,WorldData,Cyclic-Dependent Modularization,
2019.6,baritone.cache,WorldProvider,Cyclic-Dependent Modularization,
2019.6,baritone.cache,CachedRegionTest,Unutilized Abstraction,
2019.6,baritone.event,GameEventHandler,Cyclic-Dependent Modularization,
2019.6,baritone.pathing.calc,AStarPathFinder,Unutilized Abstraction,
2019.6,baritone.pathing.calc,AStarPathFinder,Broken Hierarchy,
2019.6,baritone.pathing.calc,Path,Unutilized Abstraction,
2019.6,baritone.pathing.calc,PathNode,Deficient Encapsulation,
2019.6,baritone.pathing.calc.openset,LinkedListOpenSet,Unutilized Abstraction,
2019.6,baritone.pathing.calc.openset,Node,Unnecessary Abstraction,
2019.6,baritone.pathing.movement,CalculationContext,Deficient Encapsulation,
2019.6,baritone.pathing.movement,CalculationContext,Cyclic-Dependent Modularization,
2019.6,baritone.pathing.movement,Movement,Deficient Encapsulation,
2019.6,baritone.pathing.movement,Movement,Broken Hierarchy,
2019.6,baritone.pathing.movement,Movement,Insufficient Modularization,
2019.6,baritone.pathing.movement,MovementHelper,Cyclic-Dependent Modularization,
2019.6,baritone.pathing.movement,MovementHelper,Insufficient Modularization,
2019.6,baritone.pathing.movement,MovementState,Deficient Encapsulation,
2019.6,baritone.pathing.movement,MovementTarget,Deficient Encapsulation,
2019.6,baritone.pathing.movement,ActionCostsTest,Unutilized Abstraction,
2019.6,baritone.pathing.path,PathExecutor,Cyclic-Dependent Modularization,
2019.6,baritone.pathing.path,PathExecutor,Insufficient Modularization,
2019.6,baritone.process,BackfillProcess,Unutilized Abstraction,
2019.6,baritone.process,BackfillProcess,Deficient Encapsulation,
2019.6,baritone.process,BuilderProcess,Insufficient Modularization,
2019.6,baritone.process,Placement,Unutilized Abstraction,
2019.6,baritone.process,JankyGoalComposite,Unutilized Abstraction,
2019.6,baritone.process,GoalBreak,Unutilized Abstraction,
2019.6,baritone.process,GoalAdjacent,Unutilized Abstraction,
2019.6,baritone.process,GoalPlace,Unutilized Abstraction,
2019.6,baritone.process,CustomGoalProcess,Unutilized Abstraction,
2019.6,baritone.process,ExploreProcess,Unutilized Abstraction,
2019.6,baritone.process,JsonChunkFilter,Unutilized Abstraction,
2019.6,baritone.process,EitherChunk,Unutilized Abstraction,
2019.6,baritone.process,FarmProcess,Unutilized Abstraction,
2019.6,baritone.process,FarmProcess,Deficient Encapsulation,
2019.6,baritone.process,FollowProcess,Unutilized Abstraction,
2019.6,baritone.process,GetToBlockProcess,Unutilized Abstraction,
2019.6,baritone.process,GoalThreeBlocks,Unutilized Abstraction,
2019.6,baritone.utils.accessor,IChunkProviderClient,Unutilized Abstraction,
2019.6,baritone.utils,BaritoneAutoTest,Deficient Encapsulation,
2019.6,baritone.utils,BaritoneProcessHelper,Unutilized Abstraction,
2019.6,baritone.utils,BlockStateInterface,Cyclic-Dependent Modularization,
2019.6,baritone.utils,GuiClick,Unutilized Abstraction,
2019.6,baritone.utils,PathingCommandContext,Unutilized Abstraction,
2019.6,baritone.utils,PathingCommandContext,Deficient Encapsulation,
2019.6,baritone.utils,PathingControlManager,Unutilized Abstraction,
2019.6,baritone.utils,PathRenderer,Cyclic-Dependent Modularization,
2019.6,baritone.utils,PlayerMovementInput,Unutilized Abstraction,
2019.6,baritone.utils,ToolSet,Cyclic-Dependent Modularization,
2019.6,baritone.utils.pathing,MutableMoveResult,Deficient Encapsulation,
2019.6,baritone.utils.pathing,PathBase,Unutilized Abstraction,
2019.6,baritone.utils.pathing,SegmentedCalculator,Unutilized Abstraction,
2019.6,baritone.utils.pathing,BetterBlockPosTest,Unutilized Abstraction,
2019.6,baritone.utils.pathing,PathingBlockTypeTest,Unutilized Abstraction,
2019.6,baritone.utils.schematic,AirSchematic,Unutilized Abstraction,
2019.6,baritone.utils.schematic,MapArtSchematic,Unutilized Abstraction,
2019.6,baritone.utils.schematic,MapArtSchematic,Broken Hierarchy,
2019.6,baritone.utils.schematic,Schematic,Unutilized Abstraction,
2019.6,baritone.utils.schematic,Schematic,Deficient Encapsulation,
2019.6,baritone.pathing.goals,GoalGetToBlockTest,Unutilized Abstraction,
2019.6,baritone.gradle.task,CreateDistTask,Long Statement,exec
2019.6,baritone.gradle.task,ProguardTask,Magic Number,generateConfigs
2019.6,baritone.gradle.task,ProguardTask,Complex Method,acquireDependencies
2019.6,baritone.gradle.task,ProguardTask,Long Statement,acquireDependencies
2019.6,baritone.gradle.task,ProguardTask,Long Statement,runProguard
2019.6,baritone.gradle.task,ProguardTask,Missing default,getMinecraftJar
2019.6,baritone.gradle.task,ProguardTask,Empty catch clause,cleanup
2019.6,baritone.gradle.util,Determinizer,Complex Method,determinize
2019.6,baritone.gradle.util,Determinizer,Complex Method,write
2019.6,baritone.gradle.util,Determinizer,Long Statement,determinize
2019.6,baritone.gradle.util,Determinizer,Magic Number,determinize
2019.6,baritone.gradle.util,Determinizer,Magic Number,copy
2019.6,baritone.api.cache,ICachedWorld,Long Parameter List,getLocationsOf
2019.6,baritone.api.cache,IWorldScanner,Long Parameter List,scanChunkRadius
2019.6,baritone.api.cache,IWorldScanner,Long Parameter List,scanChunk
2019.6,baritone.api.pathing.calc,IPath,Complex Method,sanityCheck
2019.6,baritone.api.pathing.goals,GoalAxis,Long Statement,heuristic
2019.6,baritone.api.pathing.goals,GoalRunAway,Magic Number,heuristic
2019.6,baritone.api.pathing.goals,GoalRunAway,Magic Number,heuristic
2019.6,baritone.api.pathing.goals,GoalStrictDirection,Long Identifier,heuristic
2019.6,baritone.api.pathing.goals,GoalStrictDirection,Magic Number,heuristic
2019.6,baritone.api.pathing.goals,GoalStrictDirection,Magic Number,heuristic
2019.6,baritone.api.pathing.goals,GoalStrictDirection,Magic Number,heuristic
2019.6,baritone.api.pathing.goals,GoalYLevel,Magic Number,calculate
2019.6,baritone.api.pathing.goals,GoalYLevel,Magic Number,calculate
2019.6,baritone.api.pathing.movement,ActionCosts,Magic Number,generateFallNBlocksCost
2019.6,baritone.api.pathing.movement,ActionCosts,Magic Number,generateFallNBlocksCost
2019.6,baritone.api.pathing.movement,ActionCosts,Magic Number,velocity
2019.6,baritone.api.pathing.movement,ActionCosts,Magic Number,velocity
2019.6,baritone.api.pathing.movement,ActionCosts,Magic Number,oldFormula
2019.6,baritone.api.pathing.movement,ActionCosts,Magic Number,oldFormula
2019.6,baritone.api.pathing.movement,ActionCosts,Magic Number,oldFormula
2019.6,baritone.api.pathing.movement,ActionCosts,Magic Number,oldFormula
2019.6,baritone.api.utils,BetterBlockPos,Magic Number,longHash
2019.6,baritone.api.utils,BetterBlockPos,Magic Number,longHash
2019.6,baritone.api.utils,BetterBlockPos,Magic Number,longHash
2019.6,baritone.api.utils,BetterBlockPos,Magic Number,longHash
2019.6,baritone.api.utils,ExampleBaritoneControl,Complex Conditional,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Complex Conditional,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Complex Conditional,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Complex Conditional,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Complex Method,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Empty catch clause,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Long Method,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Long Statement,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Long Statement,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Long Statement,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Long Statement,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Long Statement,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Long Statement,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Long Statement,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Long Statement,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Long Statement,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Long Statement,runCommand
2019.6,baritone.api.utils,ExampleBaritoneControl,Long Statement,runCommand
