Project Name,Package Name,Type Name,Code Smell,Method Name
2024.3,com.graphhopper.api,GHMatrixSyncRequester,Unutilized Abstraction,
2024.3,com.graphhopper.api,GHMRequest,Insufficient Modularization,
2024.3,com.graphhopper.api,GraphHopperMatrixWeb,Deficient Encapsulation,
2024.3,com.graphhopper.api,GraphHopperWeb,Deficient Encapsulation,
2024.3,com.graphhopper.api,GzipRequestInterceptor,Unutilized Abstraction,
2024.3,com.graphhopper.api,MatrixResponse,Deficient Encapsulation,
2024.3,com.graphhopper.api,MatrixResponse,Insufficient Modularization,
2024.3,com.graphhopper.api,PointPair,Deficient Encapsulation,
2024.3,com.graphhopper.api,Version,Unnecessary Abstraction,
2024.3,com.graphhopper.api,Version,Deficient Encapsulation,
2024.3,com.graphhopper.api,Examples,Unutilized Abstraction,
2024.3,com.graphhopper.api,GHMatrixBatchTest,Unutilized Abstraction,
2024.3,com.graphhopper.api,GHMatrixSyncTest,Unutilized Abstraction,
2024.3,com.graphhopper.api,GraphHopperWebTest,Unutilized Abstraction,
2024.3,com.graphhopper.api.model,GHGeocodingEntry,Insufficient Modularization,
2024.3,com.graphhopper.api.model,GHGeocodingResponseRepresentationTest,Unutilized Abstraction,
2024.3,com.graphhopper.apache.commons.collections,IntFloatBinaryHeapTest,Unutilized Abstraction,
2024.3,com.graphhopper.apache.commons.lang3,StringUtilsTest,Unutilized Abstraction,
2024.3,com.graphhopper.coll,GHBitSetImpl,Unutilized Abstraction,
2024.3,com.graphhopper.coll,GHLongHashSet,Unutilized Abstraction,
2024.3,com.graphhopper.coll,GHLongLongBTree,Insufficient Modularization,
2024.3,com.graphhopper.coll,BTreeEntry,Unutilized Abstraction,
2024.3,com.graphhopper.coll,GHLongObjectHashMap,Unutilized Abstraction,
2024.3,com.graphhopper.coll,GHObjectIntHashMap,Unutilized Abstraction,
2024.3,com.graphhopper.coll,GHTBitSet,Unutilized Abstraction,
2024.3,com.graphhopper.coll,AbstractMyBitSetTest,Unutilized Abstraction,
2024.3,com.graphhopper.coll,BinaryHeapTestInterface,Unutilized Abstraction,
2024.3,com.graphhopper.coll,BitSetImplTest,Unutilized Abstraction,
2024.3,com.graphhopper.coll,GHLongLongBTreeTest,Unutilized Abstraction,
2024.3,com.graphhopper.coll,GHSortedCollectionTest,Unutilized Abstraction,
2024.3,com.graphhopper.coll,GHTBitSetTest,Unutilized Abstraction,
